transaction_id,date,product_id,store_id,customer_id,quantity,discount,returned
T0008573,2023-10-20,P009087,S005,C006694,4,0.0,0
T0008574,2023-06-08,P025621,S001,C015329,1,0.0,0
T0008575,2024-11-22,P019845,S003,C011287,3,0.3,0
T0008576,2023-07-05,P021080,S002,C020175,3,0.0,0
T0008577,2023-11-06,P039398,S002,C017732,2,0.1,0
T0008578,2021-04-10,P044784,S004,C011697,3,0.3,0
T0008579,2022-05-04,P011434,S001,C019278,1,0.0,0
T0008580,2021-05-07,P034413,S003,C017271,4,0.0,0
T0008581,2023-03-19,P010237,S002,C019845,1,0.0,0
T0008582,2020-11-08,P002055,S005,C015388,3,0.1,0
T0008583,2022-05-23,P047631,S001,C005588,3,0.1,0
T0008584,2021-10-01,P035680,S002,C019701,3,0.0,0
T0008585,2023-05-24,P035072,S005,C013247,4,0.0,1
T0008586,2021-11-05,P005717,S001,C017812,2,0.3,0
T0008587,2022-07-08,P011966,S004,C006383,2,0.0,0
T0008588,2023-01-15,P015062,S005,C010704,3,0.0,1
T0008589,2020-09-26,P014900,S003,C024830,3,0.0,0
T0008590,2021-02-27,P046975,S001,C009932,3,,0
T0008591,2023-08-29,P038961,S003,C018083,4,0.0,0
T0008592,2020-10-10,P019847,S005,C013750,1,0.0,0
T0008593,2023-04-04,P009535,S003,C005091,4,0.0,0
T0008594,2023-01-13,P040309,S003,C004106,1,0.0,0
T0008595,2023-11-01,P046198,S001,C003334,1,0.2,0
T0008596,2024-06-26,P023175,S005,C017443,4,0.0,0
T0008597,2021-02-18,P026655,S005,C015734,2,0.0,0
T0008598,2024-11-01,P013643,S003,C007556,1,0.1,0
T0008599,2020-10-09,P013501,S004,C013857,2,0.2,0
T0008600,2021-09-24,P028573,S003,C019728,1,0.0,0
T0008601,2023-11-11,P037130,S005,C003341,4,,0
T0008602,2023-12-15,P045175,S001,C021117,2,0.0,0
T0008603,2022-12-08,P007055,S005,C004103,2,0.0,0
T0008604,2020-10-03,P004411,S005,C016432,4,0.1,0
T0008605,2022-05-30,P013452,S004,C012814,3,0.0,0
T0008606,2024-04-26,P045709,S005,C002312,3,0.0,0
T0008607,2020-10-24,P003722,S004,C003646,1,0.3,0
T0008608,2023-09-05,P020300,S001,C019708,4,0.1,0
T0008609,2023-03-02,P008757,S002,C013839,1,0.0,0
T0008610,2020-11-19,P030098,S001,C009046,3,0.1,1
T0008611,2021-10-12,P015303,S004,C023888,2,0.0,1
T0008612,2020-05-18,P026830,S005,C015453,1,0.0,0
T0008613,2023-02-15,P025392,S002,C001178,3,0.0,1
T0008614,2022-12-27,P040233,S005,C003182,4,0.2,0
T0008615,2024-01-13,P012945,S001,C022202,2,,0
T0008616,2020-08-30,P037454,S003,C015431,2,0.2,0
T0008617,2021-01-12,P044496,S003,C020406,2,0.2,0
T0008618,2021-10-12,P000374,S005,C020882,3,0.0,0
T0008619,2024-09-15,P041009,S005,C012256,3,0.0,0
T0008620,2024-12-06,P001353,S001,C023460,4,0.3,0
T0008621,2020-10-25,P005445,S004,,1,0.0,0
T0008622,2024-01-29,P003542,S004,C021235,2,0.0,0
T0008623,2020-03-01,P007381,S003,C018212,4,0.1,0
T0008624,2024-04-16,P007798,S005,C009239,2,0.1,0
T0008625,2021-10-14,P035464,S002,C007383,1,0.2,0
T0008626,2024-12-07,P016942,S004,C020432,1,0.0,0
T0008627,2022-04-27,P015459,S002,C009977,3,0.3,0
T0008628,2022-04-22,P014754,S002,,1,0.1,0
T0008629,2021-09-13,P013977,S004,C017589,3,0.1,0
T0008630,2022-06-26,P010532,S004,C002910,1,,1
T0008631,2024-03-07,P010163,S005,C003539,1,0.1,0
T0008632,2024-08-09,P030143,S002,C020972,2,0.1,0
T0008633,2023-07-28,P021206,S005,C002943,1,0.0,0
T0008634,2024-02-21,P034002,S004,C011786,1,0.0,0
T0008635,2021-07-14,P004128,S002,C003037,2,0.3,0
T0008636,2020-11-07,P018728,S001,C010383,3,0.2,0
T0008637,2024-05-14,P008033,S004,C004259,1,0.1,0
T0008638,2021-01-19,P015685,S005,C024077,4,0.0,0
T0008639,2020-08-06,P004624,S001,C001453,3,0.0,0
T0008640,2020-09-26,P027969,S002,C016809,1,0.0,0
T0008641,2021-01-13,P022586,S001,C014165,1,0.0,0
T0008642,2020-02-23,P027913,S003,C005451,2,0.0,0
T0008643,2024-04-10,P042639,S004,C020564,2,0.0,0
T0008644,2023-06-07,P036039,S003,C006717,1,0.0,0
T0008645,2023-06-17,P011428,S005,C004159,1,0.0,0
T0008646,2021-06-30,P033842,S005,C014409,2,0.0,0
T0008647,2023-05-25,P043337,S003,C020558,1,0.1,0
T0008648,2023-03-07,P020383,S004,C018187,1,0.0,0
T0008649,2023-06-08,P017071,S001,C020109,2,,0
T0008650,2021-04-17,P019039,S003,C016105,1,0.1,0
T0008651,2023-05-06,P046104,S005,C023257,4,0.3,1
T0008652,2021-04-20,P003958,S001,C013001,4,0.0,0
T0008653,2021-04-17,P015274,S001,C000371,3,0.1,0
T0008654,2023-11-08,P014176,S002,C020339,4,0.3,0
T0008655,2020-02-23,P999999,S001,C004525,3,0.0,0
T0008656,2022-01-05,P003327,S003,C020830,4,0.1,0
T0008657,2020-06-11,P031541,S001,C017499,1,0.0,0
T0008658,2023-11-10,P010631,S002,C016433,4,0.2,0
T0008659,2024-05-16,P006548,S005,C022392,1,0.0,0
T0008660,2022-09-03,P007629,S003,C014943,1,0.0,0
T0008661,2020-10-01,P018012,S003,C019277,3,0.0,0
T0008662,2022-10-25,P049152,S005,C018500,4,0.0,0
T0008663,2024-09-28,P047478,S004,C007357,4,0.1,0
T0008664,2023-05-23,P041473,S002,C015458,3,0.2,0
T0008665,2022-08-18,P006022,S002,C004505,4,0.0,1
T0008666,2023-12-29,P034117,S005,C010745,1,0.0,0
T0008667,2023-08-23,P044964,S001,C003561,2,0.0,0
T0008668,2022-02-04,P003238,S001,C021701,1,0.0,0
T0008669,2021-01-11,P019528,S004,C014954,3,0.2,0
T0008670,2024-10-11,P047459,S001,C016477,4,0.0,0
T0008671,2022-03-04,P049190,S004,C015151,3,0.0,0
T0008672,2022-10-03,P046453,S003,C009165,2,0.0,1
T0008673,2022-08-28,P024214,S003,C006513,2,0.1,0
T0008674,2020-10-08,P008252,S003,C005134,4,0.2,0
T0008675,2020-12-01,P018383,S002,C009287,2,0.0,0
T0008676,2021-01-30,P032372,S004,C014691,4,0.0,0
T0008677,2021-04-08,P033368,S003,C004478,4,0.0,0
T0008678,2020-03-07,P034050,S002,C010125,4,0.1,0
T0008679,2022-04-16,P002687,S002,C021860,2,0.1,0
T0008680,2024-04-14,P024837,S001,C006031,4,,0
T0008681,2020-01-31,P026497,S005,C005554,2,0.0,0
T0008682,2021-07-06,P020468,S004,C020523,1,0.0,1
T0008683,2022-04-25,P026887,S004,C001655,1,0.1,0
T0008684,2021-03-31,P007659,S004,C009390,1,0.0,0
T0008685,2024-02-29,P045214,S005,C023207,3,0.1,0
T0008686,2023-10-06,P022186,S002,C007041,3,0.0,0
T0008687,2021-02-19,P036952,S004,C002940,1,0.0,0
T0008688,2024-03-31,P040019,S002,C018565,2,0.0,0
T0008689,2021-02-22,P032557,S002,C009298,1,0.0,0
T0008690,2020-05-15,P038703,S002,C001081,2,,0
T0008691,2020-12-28,P023991,S005,C005703,2,0.0,0
T0008692,2022-06-18,P026290,S004,C010788,3,0.0,0
T0008693,2024-11-10,P021370,S002,C016496,4,0.0,0
T0008694,2023-06-17,P032456,S003,C003661,3,0.0,0
T0008695,2022-09-30,P037740,S004,C014977,4,0.0,0
T0008696,2023-11-09,P036926,S002,C019082,2,0.2,0
T0008697,2021-10-27,P037620,S003,C020418,2,0.1,0
T0008698,2024-11-10,P023802,S005,C005252,1,0.0,0
T0008699,2022-07-26,P044159,S004,C009513,1,0.0,0
T0008700,2024-12-22,P021898,S999,C020992,3,0.0,0
T0008701,2021-05-20,P016251,S004,C005726,2,,0
T0008702,2022-05-25,P046147,S001,C011851,2,0.0,0
T0008703,2022-04-09,P040395,S002,C010230,4,0.0,0
T0008704,2024-05-08,P001154,S005,C019969,2,0.1,0
T0008705,2020-03-26,P048815,S003,C005798,4,0.1,0
T0008706,2023-05-30,P036849,S002,C010018,4,0.0,0
T0008707,2024-02-14,P003565,S004,C002377,4,0.2,1
T0008708,2024-08-15,P003557,S001,C016105,1,0.0,0
T0008709,2022-02-18,P000893,S005,C019047,3,0.3,0
T0008710,2024-01-14,P045441,S003,C024787,1,0.1,0
T0008711,2021-10-02,P041731,S005,C023085,4,0.0,0
T0008712,2022-03-18,P036575,S003,,1,0.0,0
T0008713,2023-06-06,P026742,S004,C012404,1,0.2,0
T0008714,2024-02-29,P000221,S005,C021554,3,0.0,0
T0008715,2023-03-17,P033882,S002,C011739,4,0.0,0
T0008716,2023-05-01,P014749,S001,,3,0.0,0
T0008717,2023-01-03,P048659,S003,C014589,3,0.2,0
T0008718,2022-12-11,P027463,S001,C023619,2,0.0,1
T0008719,2023-08-06,P004903,S005,C022126,1,0.3,0
T0008720,2024-11-28,P037456,S004,C010910,3,0.1,0
T0008721,2023-12-13,P017921,S004,C019695,3,0.0,0
T0008722,2024-05-30,P009408,S002,C021805,1,0.3,0
T0008723,2020-03-19,P036283,S005,C024488,1,0.0,0
T0008724,2022-12-02,P005371,S004,C005506,1,0.1,0
T0008725,2020-08-11,P048325,S005,C015049,3,0.2,0
T0008726,2022-07-13,P028595,S001,,2,0.0,0
T0008727,2022-07-24,P035134,S003,C010698,3,0.0,0
T0008728,2024-08-20,P010406,S003,C006974,2,0.1,0
T0008729,2024-12-02,P013907,S002,C018550,1,0.0,0
T0008730,2020-03-27,P037228,S002,C019667,1,0.0,0
T0008731,2024-12-02,P032611,S004,C019082,1,0.0,0
T0008732,2021-05-18,P014376,S001,C022141,4,0.0,0
T0008733,2022-11-28,P027170,S004,C001287,2,0.0,0
T0008734,2023-01-06,P045809,S004,C005286,1,0.0,0
T0008735,2022-03-21,P029465,S005,C008072,1,,0
T0008736,2024-02-14,P011829,S001,C009306,4,,1
T0008737,2020-03-21,P016186,S002,C012923,1,0.3,0
T0008738,2023-02-16,P024102,S004,C006816,4,0.1,0
T0008739,2022-03-04,P029227,S005,C015908,3,0.0,0
T0008740,2022-11-23,P006134,S001,C020102,2,0.0,0
T0008741,2024-04-16,P002461,S002,C010196,2,0.3,0
T0008742,2023-07-15,P999999,S002,C017596,3,0.0,0
T0008743,2020-04-10,P023607,S002,C015034,4,0.0,1
T0008744,2021-01-23,P005009,S005,C006259,1,0.0,0
T0008745,2021-08-19,P037267,S004,C013703,1,0.3,0
T0008746,2022-06-19,P018999,S002,C018924,2,0.0,0
T0008747,2022-03-26,P049554,S003,C002598,2,0.0,0
T0008748,2024-12-16,P001468,S002,C010334,3,0.1,0
T0008749,2021-09-15,P036703,S004,C002852,3,0.0,0
T0008750,2024-05-03,P003306,S005,C004630,4,0.1,0
T0008751,2024-08-21,P021680,S001,C017352,3,0.0,1
T0008752,2021-08-08,P031580,S001,C000697,1,0.0,0
T0008753,2022-08-02,P047453,S005,C003601,2,0.0,0
T0008754,2020-12-06,P007665,S004,C013919,1,0.3,0
T0008755,2022-05-15,P008994,S001,,2,0.0,0
T0008756,2021-08-25,P007416,S001,C007097,3,0.1,0
T0008757,2023-06-09,P026490,S002,C006965,3,0.0,0
T0008758,2020-04-21,P038341,S003,C014268,2,0.0,0
T0008759,2023-11-14,P023815,S002,C016964,1,0.2,1
T0008760,2022-11-24,P010494,S001,C011376,4,0.0,0
T0008761,2020-10-18,P031637,S003,C009088,4,0.0,0
T0008762,2022-08-07,P039624,S004,C004889,3,0.0,0
T0008763,2024-08-26,P049199,S005,,4,0.0,0
T0008764,2023-08-16,P007866,S002,C012328,3,0.0,0
T0008765,2022-07-14,P042434,S005,C013964,2,0.1,1
T0008766,2020-07-04,P027107,S004,C011180,4,0.0,0
T0008767,2024-01-19,P025716,S004,C000025,2,0.0,0
T0008768,2022-10-22,P035501,S004,C005673,1,0.0,1
T0008769,2020-08-19,P029939,S001,C019556,3,0.0,0
T0008770,2021-01-03,P039922,S004,C021019,2,0.1,0
T0008771,2024-05-13,P023596,S001,C018761,4,0.0,0
T0008772,2023-04-13,P005865,S003,C012495,2,0.0,0
T0008773,2023-11-26,P032117,S002,C017881,1,0.3,0
T0008774,2023-01-24,P015061,S001,C015693,1,0.0,0
T0008775,2020-10-04,P028943,S001,C005577,2,0.2,0
T0008776,2022-03-16,P047982,S003,,3,0.0,1
T0008777,2022-04-26,P000371,S003,C016266,1,0.1,0
T0008778,2021-10-24,P017969,S004,C024021,1,0.0,0
T0008779,2022-07-12,P042294,S002,,2,0.0,0
T0008780,2020-02-21,P022149,S001,C007769,4,,0
T0008781,2021-01-01,P040904,S004,C003586,2,0.0,0
T0008782,2022-07-18,P034397,S004,C000396,3,0.2,0
T0008783,2023-04-23,P014914,S002,C024305,4,0.0,1
T0008784,2023-12-30,P042408,S004,C001733,4,0.2,0
T0008785,2021-02-17,P048549,S002,C005550,4,0.1,0
T0008786,2024-12-12,P035353,S003,C004853,1,0.3,0
T0008787,2022-07-20,P044315,S004,C013376,2,0.0,1
T0008788,2020-07-03,P010124,S003,C000157,2,0.0,0
T0008789,2021-05-27,P048269,S004,C015564,2,0.3,0
T0008790,2021-10-25,P038496,S005,C008150,3,0.0,0
T0008791,2023-11-17,P025392,S002,C014663,3,0.0,0
T0008792,2023-08-21,P020278,S002,C012418,3,0.0,0
T0008793,2023-12-28,P002621,S004,C016442,3,0.0,0
T0008794,2024-06-19,P044119,S001,C005346,4,0.2,0
T0008795,2020-12-01,P033170,S003,C015814,4,0.0,0
T0008796,2024-01-11,P039303,S004,C011293,4,0.0,0
T0008797,2024-02-10,P041568,S005,C019706,3,0.0,0
T0008798,2020-09-10,P013948,S004,C024316,4,0.0,0
T0008799,2020-07-05,P029176,S005,C019164,3,0.0,0
T0008800,2020-08-21,P038903,S001,C009453,3,0.1,0
T0008801,2023-12-17,P016326,S005,C021668,2,0.0,0
T0008802,2022-07-09,P046807,S002,C022765,4,0.3,0
T0008803,2023-07-22,P031642,S001,C017951,1,0.0,0
T0008804,2022-01-13,P008753,S003,C000673,3,0.0,0
T0008805,2020-06-23,P038710,S005,C007409,3,0.1,0
T0008806,2022-12-08,P008471,S003,C011265,1,0.0,0
T0008807,2023-12-19,P039025,S005,C001171,4,0.0,0
T0008808,2022-02-25,P048338,S002,C004945,3,0.3,0
T0008809,2024-01-28,P041580,S002,C008541,2,0.0,0
T0008810,2024-06-08,P033290,S002,C009096,3,0.0,0
T0008811,2022-11-13,P039843,S003,C021032,1,0.0,0
T0008812,2023-06-07,P022352,S005,C014526,4,0.0,0
T0008813,2020-11-23,P004989,S002,C012545,1,0.0,0
T0008814,2022-02-14,P030121,S004,C007753,3,0.0,0
T0008815,2023-02-01,P024341,S003,C020700,2,,0
T0008816,2022-02-18,P037092,S003,C016572,3,0.0,0
T0008817,2020-03-30,P033748,S005,,4,0.0,0
T0008818,2024-04-22,P030127,S003,C024232,1,0.0,0
T0008819,2020-12-15,P011597,S002,C014756,1,0.1,0
T0008820,2021-11-17,P048645,S002,C004331,1,0.0,1
T0008821,2023-03-04,P020501,S003,C015519,4,0.0,0
T0008822,2024-11-19,P026050,S004,C007368,4,0.0,0
T0008823,2023-09-12,P018325,S003,C023608,1,0.0,0
T0008824,2024-11-01,P031036,S005,C017994,2,0.0,0
T0008825,2020-11-03,P032943,S005,,4,,1
T0008826,2020-11-28,P015327,S003,,4,0.0,0
T0008827,2024-11-14,P010735,S003,C005571,2,0.0,0
T0008828,2020-10-23,P046746,S005,C014969,2,0.0,0
T0008829,2021-01-01,P006641,S005,C002377,2,0.0,0
T0008830,2024-04-24,P009719,S002,C024714,4,0.0,0
T0008831,2023-12-29,P018544,S005,C015990,2,0.0,0
T0008832,2020-04-15,P041091,S002,C009710,2,0.0,0
T0008833,2022-05-09,P041854,S002,C011126,3,0.0,0
T0008834,2021-09-22,P038652,S005,C023796,1,0.1,0
T0008835,2021-09-25,P030211,S002,C021408,2,0.1,0
T0008836,2024-02-04,P030005,S004,C018914,2,0.0,1
T0008837,2024-04-23,P040947,S001,C012130,3,0.1,0
T0008838,2022-07-02,P006017,S003,C003554,2,0.0,0
T0008839,2021-08-14,P021423,S002,C020195,2,0.0,0
T0008840,2023-07-06,P014447,S004,C014216,2,0.0,0
T0008841,2021-01-05,P017151,S002,C018356,3,0.1,0
T0008842,2020-08-28,P041460,S005,C019287,4,0.0,0
T0008843,2020-09-26,P032631,S004,C013567,3,,1
T0008844,2021-02-19,P014910,S004,C007737,4,0.0,0
T0008845,2020-01-08,P046990,S005,C024915,3,0.1,0
T0008846,2023-06-29,P034842,S002,C014763,3,0.1,0
T0008847,2024-04-16,P028892,S004,C019495,2,0.0,0
T0008848,2021-06-02,P047673,S005,C017494,2,0.3,0
T0008849,2020-01-26,P012644,S002,C021946,1,0.0,0
T0008850,2022-07-28,P041462,S002,C016596,4,0.0,0
T0008851,2022-10-16,P014770,S001,C014024,1,0.0,0
T0008852,2024-10-17,P004311,S002,C011355,1,0.0,1
T0008853,2022-10-18,P014357,S004,C008719,2,0.0,0
T0008854,2023-01-18,P027008,S001,C000605,4,0.0,0
T0008855,2024-07-11,P035177,S005,C008359,1,0.0,0
T0008856,2020-01-12,P020387,S001,C008650,1,0.1,0
T0008857,2023-05-30,P004099,S004,C009208,3,0.0,1
T0008858,2024-12-12,P020443,S001,C004940,3,0.0,0
T0008859,2022-10-07,P045816,S001,C004855,4,0.0,0
T0008860,2021-05-02,P038915,S002,C014052,1,0.0,0
T0008861,2021-03-20,P046796,S001,,2,0.0,0
T0008862,2023-04-20,P023624,S005,C011241,2,0.3,0
T0008863,2023-09-12,P014243,S003,C008151,4,0.0,0
T0008864,2022-09-01,P015315,S002,C014679,2,0.2,0
T0008865,2022-07-18,P005082,S004,C021401,4,0.1,0
T0008866,2022-04-19,P045430,S005,C007147,3,0.3,0
T0008867,2022-06-23,P020781,S002,C024801,2,0.1,0
T0008868,2020-06-11,P030625,S005,C010658,1,0.2,0
T0008869,2023-05-16,P013979,S005,C016369,1,0.0,0
T0008870,2023-05-14,P018808,S004,C004993,2,0.0,0
T0008871,2020-01-14,P024547,S002,C005132,1,0.0,0
T0008872,2021-05-16,P037365,S003,C023353,4,0.1,0
T0008873,2024-12-11,P028852,S001,C018090,4,0.2,0
T0008874,2023-01-25,P036973,S004,C020097,2,0.0,0
T0008875,2021-07-23,P035547,S005,C007064,4,0.1,0
T0008876,2023-06-23,P036938,S002,C020462,3,0.2,0
T0008877,2023-07-11,P028851,S004,C009357,2,0.0,0
T0008878,2023-02-15,P030618,S002,C004791,2,0.1,0
T0008879,2024-08-06,P030296,S005,C009217,3,0.3,0
T0008880,2024-08-17,P040979,S001,C008144,4,0.0,0
T0008881,2021-03-01,P048635,S004,C018785,1,0.0,0
T0008882,2020-04-10,P048800,S003,C008539,2,0.0,0
T0008883,2021-01-13,P003718,S004,C007874,3,0.1,0
T0008884,2020-10-30,P039654,S002,C016918,3,0.0,1
T0008885,2020-04-22,P015879,S004,C005916,4,0.0,0
T0008886,2023-08-30,P029836,S002,C021000,3,0.0,0
T0008887,2021-12-15,P041542,S003,C003301,2,0.0,0
T0008888,2020-03-16,P002081,S001,C012179,4,0.0,0
T0008889,2020-10-24,P021926,S005,C012149,1,0.0,0
T0008890,2024-10-14,P032408,S004,C007676,4,0.0,0
T0008891,2020-03-07,P015401,S002,C012805,2,0.0,0
T0008892,2023-09-28,P019532,S001,C017088,1,0.3,0
T0008893,2023-03-29,P017047,S001,C019034,1,0.0,0
T0008894,2024-09-12,P016304,S005,C018940,2,0.0,0
T0008895,2023-05-20,P013145,S004,C018352,2,0.1,0
T0008896,2021-09-03,P033935,S001,C007892,3,0.2,0
T0008897,2021-11-09,P018147,S001,C023712,3,0.0,1
T0008898,2020-06-28,P035927,S003,C001587,1,0.0,1
T0008899,2020-04-10,P021074,S004,C015652,1,0.1,0
T0008900,2020-08-11,P032013,S005,C012591,2,0.0,0
T0008901,2022-05-03,P023824,S004,C004351,3,0.2,0
T0008902,2020-12-31,P045359,S001,C020205,3,0.0,0
T0008903,2020-11-26,P007550,S003,C006396,1,,0
T0008904,2023-10-08,P033383,S003,,2,0.0,0
T0008905,2021-08-05,P045549,S002,C014130,1,0.0,0
T0008906,2023-06-05,P048979,S002,C018268,4,0.0,0
T0008907,2023-09-15,P021170,S004,C019765,4,0.1,0
T0008908,2023-11-17,P048694,S003,C007310,3,0.2,0
T0008909,2023-12-04,P015041,S003,C005776,1,0.0,0
T0008910,2023-05-03,P000168,S005,C020349,4,0.3,0
T0008911,2023-03-18,P015597,S001,C012042,4,0.0,1
T0008912,2024-05-31,P031265,S003,C010021,3,0.3,1
T0008913,2023-02-25,P017452,S002,C002218,2,0.0,0
T0008914,2020-12-29,P042585,S004,C022430,3,0.0,0
T0008915,2022-07-21,P034656,S003,C006077,2,0.0,0
T0008916,2024-03-14,P012549,S003,C011689,3,,0
T0008917,2023-03-31,P006405,S001,C023045,4,0.0,0
T0008918,2022-01-07,P013116,S001,C002333,1,0.0,0
T0008919,2020-03-14,P033620,S001,C000023,4,0.1,0
T0008920,2020-07-09,P030811,S003,C018385,1,0.0,0
T0008921,2024-04-22,P004170,S001,C022551,1,0.3,0
T0008922,2021-09-04,P042544,S004,C001474,2,0.0,0
T0008923,2021-10-23,P042867,S001,C010913,1,0.0,0
T0008924,2022-01-24,P003874,S001,C006950,1,0.1,0
T0008925,2022-02-15,P003732,S003,C020728,1,0.0,0
T0008926,2024-08-06,P040342,S001,C019860,1,0.0,1
T0008927,2020-05-18,P021991,S002,C012453,2,0.1,0
T0008928,2024-04-02,P023094,S001,C006441,4,0.0,0
T0008929,2022-05-25,P013309,S002,C004989,4,0.1,0
T0008930,2024-09-23,P043037,S003,C007176,1,0.1,0
T0008931,2023-02-01,P026515,S004,C002220,1,,0
T0008932,2020-05-12,P021583,S004,C000473,1,0.0,0
T0008933,2021-08-22,P042381,S003,,3,0.3,0
T0008934,2022-08-22,P021911,S003,C010235,1,0.0,1
T0008935,2020-10-02,P005906,S001,C004308,3,0.0,0
T0008936,2020-09-06,P031321,S005,C019921,1,0.0,0
T0008937,2023-11-23,P023789,S005,C019885,4,0.0,0
T0008938,2024-10-26,P029502,S003,C019782,3,0.1,0
T0008939,2021-07-16,P007486,S001,C006626,1,0.0,0
T0008940,2021-11-05,P013432,S004,C009665,2,0.0,0
T0008941,2022-12-15,P025811,S001,C021151,2,0.0,0
T0008942,2022-04-27,P016983,S001,C011593,3,0.0,0
T0008943,2022-12-10,P034361,S004,C015880,3,0.0,0
T0008944,2021-03-05,P040051,S002,C003428,1,0.0,0
T0008945,2023-11-26,P007857,S003,C005000,2,0.0,0
T0008946,2021-03-04,P015954,S002,C016692,1,0.0,0
T0008947,2023-06-07,P028832,S002,C000801,2,0.2,0
T0008948,2020-04-29,P037717,S004,C013431,2,0.3,0
T0008949,2020-08-11,P046448,S004,C016889,1,,0
T0008950,2023-03-16,P011122,S003,C014505,1,0.1,1
T0008951,2024-02-03,P013656,S004,C000290,2,0.1,0
T0008952,2023-07-12,P042792,S004,C013968,1,0.1,0
T0008953,2022-12-19,P021420,S001,C017205,2,0.0,0
T0008954,2020-06-28,P022783,S001,C005532,3,,1
T0008955,2022-09-17,P024459,S001,C001483,4,0.1,1
T0008956,2024-01-22,P033083,S005,C017134,1,0.0,0
T0008957,2023-11-11,P015279,S004,C015185,3,0.0,0
T0008958,2023-05-23,P006728,S002,C022004,2,0.0,0
T0008959,2024-06-02,P004087,S005,C022294,4,0.3,0
T0008960,2023-12-18,P042274,S002,C018551,2,0.2,0
T0008961,2021-08-11,P044019,S004,C002473,2,0.1,0
T0008962,2022-05-24,P007221,S002,C006046,1,,0
T0008963,2023-05-31,P036608,S002,C012054,4,0.1,1
T0008964,2024-10-02,P039121,S003,C008270,4,0.1,0
T0008965,2021-10-10,P007828,S002,C009072,1,0.0,0
T0008966,2021-06-15,P000080,S003,C003514,2,0.0,0
T0008967,2022-12-12,P011226,S002,C008283,4,0.0,0
T0008968,2023-03-23,P007949,S004,C013193,4,0.0,0
T0008969,2023-06-30,P009577,S005,C018834,3,0.3,0
T0008970,2021-12-25,P026380,S004,C021165,2,0.0,0
T0008971,2020-09-22,P026871,S005,C016022,2,0.0,0
T0008972,2023-06-12,P025542,S003,C016699,3,0.0,0
T0008973,2023-02-26,P044006,S002,C011978,1,0.0,0
T0008974,2022-10-13,P030245,S003,C007123,1,0.0,0
T0008975,2022-11-30,P020739,S003,C003060,2,0.0,0
T0008976,2024-02-02,P001448,S005,C005212,3,0.1,0
T0008977,2023-07-18,P038372,S003,C015284,2,0.1,0
T0008978,2022-10-16,P049960,S005,C015035,1,0.1,0
T0008979,2022-10-05,P034656,S001,C005332,1,0.0,0
T0008980,2024-07-12,P037089,S005,C000830,3,0.0,0
T0008981,2021-01-03,P999999,S001,C014036,3,0.0,0
T0008982,2024-12-14,P036904,S005,C024264,2,0.0,0
T0008983,2023-06-02,P010261,S002,C024202,1,0.0,0
T0008984,2021-04-21,P033353,S001,C004590,4,0.2,0
T0008985,2023-12-22,P018009,S001,C018294,2,,0
T0008986,2021-08-17,P040763,S004,C004318,3,0.3,0
T0008987,2021-01-31,P033128,S003,C022264,4,0.0,0
T0008988,2020-01-04,P014715,S004,C013710,4,0.0,0
T0008989,2020-08-30,P043339,S001,C003898,2,0.1,0
T0008990,2020-02-19,P008918,S004,C006405,3,0.0,0
T0008991,2022-08-10,P000051,S005,C017125,2,0.1,0
T0008992,2023-07-04,P026233,S001,C007002,4,0.0,0
T0008993,2024-06-19,P022532,S005,C019873,1,0.2,0
T0008994,2020-08-29,P011248,S005,C008407,1,0.0,0
T0008995,2024-02-19,P044975,S001,C007237,1,0.1,0
T0008996,2024-10-02,P029642,S003,C017668,2,,0
T0008997,2021-02-28,P049583,S002,C008402,2,0.1,0
T0008998,2024-06-25,P006812,S003,C013574,4,0.0,0
T0008999,2023-06-14,P020114,S004,C014236,3,0.0,0
T0009000,2022-04-29,P022174,S004,C016390,1,0.1,0
T0009001,2022-04-27,P009406,S005,C022963,2,0.1,1
T0009002,2020-04-03,P015942,S003,C024383,3,0.1,0
T0009003,2021-11-14,P021898,S005,C008201,1,0.2,0
T0009004,2021-12-17,P002354,S001,C013995,4,0.0,0
T0009005,2023-02-21,P032876,S001,C009954,4,0.1,0
T0009006,2024-07-08,P035727,S005,C014787,3,0.0,0
T0009007,2023-07-29,P045505,S003,C009209,3,0.1,0
T0009008,2021-03-10,P028759,S004,C019047,1,0.0,0
T0009009,2020-01-24,P019973,S004,C004722,4,0.0,0
T0009010,2023-08-04,P019155,S003,,4,0.2,0
T0009011,2021-02-16,P017580,S002,C014021,3,0.3,0
T0009012,2023-11-14,P026570,S002,C007557,4,0.0,0
T0009013,2021-07-30,P023023,S002,C020124,2,0.0,0
T0009014,2021-06-05,P044175,S002,C010833,4,0.1,0
T0009015,2024-06-06,P036525,S004,,3,0.0,0
T0009016,2020-05-18,P048378,S005,C024339,4,0.0,0
T0009017,2021-09-22,P035510,S002,C013881,3,0.0,0
T0009018,2021-09-06,P000945,S003,C012468,3,0.0,0
T0009019,2022-11-03,P015939,S004,C006306,3,0.1,0
T0009020,2023-01-31,P013523,S004,C011473,2,0.0,0
T0009021,2021-10-25,P008917,S003,C011680,3,0.0,0
T0009022,2024-04-19,P044875,S004,C023435,1,0.0,0
T0009023,2020-01-13,P037441,S004,C008015,1,0.0,0
T0009024,2020-08-21,P009960,S001,C016391,1,0.0,0
T0009025,2023-11-05,P024132,S003,C023577,1,0.0,0
T0009026,2021-11-13,P041248,S004,C001317,4,0.0,0
